-999-01-01, 00:00:00 UTC = -225-03-25, 17:00:08 ÄÜC
1402-01-01, 00:00:00 UTC = 1957-05-15, 46:43:23 ÄÜC
1403-01-01, 00:00:00 UTC = 1958-04-33, 24:27:15 ÄÜC
1404-01-01, 00:00:00 UTC = 1959-04-02, 02:11:08 ÄÜC
1405-01-01, 00:00:00 UTC = 1960-03-20, 21:35:18 ÄÜC
1406-01-01, 00:00:00 UTC = 1961-02-37, 48:19:10 ÄÜC
1407-01-01, 00:00:00 UTC = 1962-02-06, 26:03:03 ÄÜC
1408-01-01, 00:00:00 UTC = 1963-01-24, 03:35:44 ÄÜC
1409-01-01, 00:00:00 UTC = 1964-00-42, 23:11:05 ÄÜC
1410-01-01, 00:00:00 UTC = 1965-00-11, 00:43:47 ÄÜC
1411-01-01, 00:00:00 UTC = 1965-06-28, 27:27:39 ÄÜC
1412-01-01, 00:00:00 UTC = 1966-05-46, 05:11:32 ÄÜC
1413-01-01, 00:00:00 UTC = 1967-05-15, 24:35:42 ÄÜC
1414-01-01, 00:00:00 UTC = 1968-04-33, 02:19:35 ÄÜC
1415-01-01, 00:00:00 UTC = 1969-04-01, 29:03:27 ÄÜC
1416-01-01, 00:00:00 UTC = 1970-03-19, 06:36:20 ÄÜC
1417-01-01, 00:00:00 UTC = 1971-02-37, 26:11:30 ÄÜC
1418-01-01, 00:00:00 UTC = 1972-02-06, 03:44:22 ÄÜC
1419-01-01, 00:00:00 UTC = 1973-01-23, 30:28:15 ÄÜC
1420-01-01, 00:00:00 UTC = 1974-00-41, 08:12:07 ÄÜC
1421-01-01, 00:00:00 UTC = 1975-00-10, 27:36:17 ÄÜC
1422-01-01, 00:00:00 UTC = 1975-06-28, 05:20:10 ÄÜC
1423-01-01, 00:00:00 UTC = 1976-05-45, 32:04:02 ÄÜC
1424-01-01, 00:00:00 UTC = 1977-05-14, 09:36:44 ÄÜC
1425-01-01, 00:00:00 UTC = 1978-04-32, 29:12:05 ÄÜC
1426-01-01, 00:00:00 UTC = 1979-04-01, 06:44:47 ÄÜC
1427-01-01, 00:00:00 UTC = 1980-03-18, 33:28:39 ÄÜC
1428-01-01, 00:00:00 UTC = 1981-02-36, 11:12:32 ÄÜC
1429-01-01, 00:00:00 UTC = 1982-02-05, 30:36:42 ÄÜC
1430-01-01, 00:00:00 UTC = 1983-01-23, 08:20:34 ÄÜC
1431-01-01, 00:00:00 UTC = 1984-00-40, 35:04:27 ÄÜC
1432-01-01, 00:00:00 UTC = 1985-00-09, 12:37:19 ÄÜC
1433-01-01, 00:00:00 UTC = 1985-06-27, 32:12:29 ÄÜC
1434-01-01, 00:00:00 UTC = 1986-05-45, 09:45:22 ÄÜC
1435-01-01, 00:00:00 UTC = 1987-05-13, 36:29:14 ÄÜC
1436-01-01, 00:00:00 UTC = 1988-04-31, 14:13:07 ÄÜC
1437-01-01, 00:00:00 UTC = 1989-04-00, 33:37:17 ÄÜC
1438-01-01, 00:00:00 UTC = 1990-03-18, 11:21:10 ÄÜC
1439-01-01, 00:00:00 UTC = 1991-02-35, 38:05:02 ÄÜC
1440-01-01, 00:00:00 UTC = 1992-02-04, 15:37:44 ÄÜC
1441-01-01, 00:00:00 UTC = 1993-01-22, 35:13:05 ÄÜC
1442-01-01, 00:00:00 UTC = 1994-00-40, 12:45:46 ÄÜC
1443-01-01, 00:00:00 UTC = 1995-00-08, 39:29:39 ÄÜC
1444-01-01, 00:00:00 UTC = 1995-06-26, 17:13:31 ÄÜC
1445-01-01, 00:00:00 UTC = 1996-05-44, 36:37:41 ÄÜC
1446-01-01, 00:00:00 UTC = 1997-05-13, 14:21:34 ÄÜC
1447-01-01, 00:00:00 UTC = 1998-04-30, 41:05:26 ÄÜC
1448-01-01, 00:00:00 UTC = 1999-03-48, 18:38:19 ÄÜC
1449-01-01, 00:00:00 UTC = 2000-03-17, 38:13:29 ÄÜC
1450-01-01, 00:00:00 UTC = 2001-02-35, 15:46:22 ÄÜC
1451-01-01, 00:00:00 UTC = 2002-02-03, 42:30:14 ÄÜC
1452-01-01, 00:00:00 UTC = 2003-01-21, 20:14:07 ÄÜC
1453-01-01, 00:00:00 UTC = 2004-00-39, 39:38:17 ÄÜC
1454-01-01, 00:00:00 UTC = 2005-00-08, 17:22:09 ÄÜC
1455-01-01, 00:00:00 UTC = 2005-06-25, 44:06:02 ÄÜC
1456-01-01, 00:00:00 UTC = 2006-05-43, 21:38:43 ÄÜC
1457-01-01, 00:00:00 UTC = 2007-05-12, 41:14:04 ÄÜC
1458-01-01, 00:00:00 UTC = 2008-04-30, 18:46:46 ÄÜC
1459-01-01, 00:00:00 UTC = 2009-03-47, 45:30:38 ÄÜC
1460-01-01, 00:00:00 UTC = 2010-03-16, 23:14:31 ÄÜC
1461-01-01, 00:00:00 UTC = 2011-02-34, 42:38:41 ÄÜC
1462-01-01, 00:00:00 UTC = 2012-02-03, 20:22:34 ÄÜC
1463-01-01, 00:00:00 UTC = 2013-01-20, 47:06:26 ÄÜC
1464-01-01, 00:00:00 UTC = 2014-00-38, 24:39:19 ÄÜC
1465-01-01, 00:00:00 UTC = 2015-00-07, 44:14:29 ÄÜC
1466-01-01, 00:00:00 UTC = 2015-06-25, 21:47:21 ÄÜC
1467-01-01, 00:00:00 UTC = 2016-05-42, 48:31:14 ÄÜC
1468-01-01, 00:00:00 UTC = 2017-05-11, 26:15:06 ÄÜC
1469-01-01, 00:00:00 UTC = 2018-04-29, 45:39:17 ÄÜC
1470-01-01, 00:00:00 UTC = 2019-03-47, 23:23:09 ÄÜC
1471-01-01, 00:00:00 UTC = 2020-03-16, 01:07:01 ÄÜC
1472-01-01, 00:00:00 UTC = 2021-02-33, 27:39:43 ÄÜC
1473-01-01, 00:00:00 UTC = 2022-02-02, 47:15:04 ÄÜC
1474-01-01, 00:00:00 UTC = 2023-01-20, 24:47:46 ÄÜC
1475-01-01, 00:00:00 UTC = 2024-00-38, 02:31:38 ÄÜC
1476-01-01, 00:00:00 UTC = 2025-00-06, 29:15:31 ÄÜC
1477-01-01, 00:00:00 UTC = 2025-06-24, 48:39:41 ÄÜC
1478-01-01, 00:00:00 UTC = 2026-05-42, 26:23:33 ÄÜC
1479-01-01, 00:00:00 UTC = 2027-05-11, 04:07:26 ÄÜC
1480-01-01, 00:00:00 UTC = 2028-04-28, 30:40:18 ÄÜC
1481-01-01, 00:00:00 UTC = 2029-03-47, 01:15:29 ÄÜC
1482-01-01, 00:00:00 UTC = 2030-03-15, 27:48:21 ÄÜC
1483-01-01, 00:00:00 UTC = 2031-02-33, 05:32:13 ÄÜC
1484-01-01, 00:00:00 UTC = 2032-02-01, 32:16:06 ÄÜC
1485-01-01, 00:00:00 UTC = 2033-01-20, 02:40:16 ÄÜC
1486-01-01, 00:00:00 UTC = 2034-00-37, 29:24:09 ÄÜC
1487-01-01, 00:00:00 UTC = 2035-00-06, 07:08:01 ÄÜC
1488-01-01, 00:00:00 UTC = 2035-06-23, 33:40:43 ÄÜC
1489-01-01, 00:00:00 UTC = 2036-05-42, 04:16:04 ÄÜC
1490-01-01, 00:00:00 UTC = 2037-05-10, 30:48:45 ÄÜC
1491-01-01, 00:00:00 UTC = 2038-04-28, 08:32:38 ÄÜC
1492-01-01, 00:00:00 UTC = 2039-03-45, 35:16:30 ÄÜC
1493-01-01, 00:00:00 UTC = 2040-03-15, 05:40:41 ÄÜC
1494-01-01, 00:00:00 UTC = 2041-02-32, 32:24:33 ÄÜC
1495-01-01, 00:00:00 UTC = 2042-02-01, 10:08:25 ÄÜC
1496-01-01, 00:00:00 UTC = 2043-01-18, 36:41:18 ÄÜC
1497-01-01, 00:00:00 UTC = 2044-00-37, 07:16:28 ÄÜC
1498-01-01, 00:00:00 UTC = 2045-00-05, 34:00:21 ÄÜC
1499-01-01, 00:00:00 UTC = 2045-06-23, 11:33:13 ÄÜC
1500-01-01, 00:00:00 UTC = 2046-05-40, 38:17:06 ÄÜC
1501-01-01, 00:00:00 UTC = 2047-05-09, 16:00:47 ÄÜC
1502-01-01, 00:00:00 UTC = 2048-04-26, 42:33:39 ÄÜC
1503-01-01, 00:00:00 UTC = 2049-03-44, 20:17:32 ÄÜC
1504-01-01, 00:00:00 UTC = 2050-03-12, 47:01:24 ÄÜC
1505-01-01, 00:00:00 UTC = 2051-02-31, 17:25:35 ÄÜC
1506-01-01, 00:00:00 UTC = 2052-01-48, 44:09:27 ÄÜC
1507-01-01, 00:00:00 UTC = 2053-01-17, 21:42:20 ÄÜC
1508-01-01, 00:00:00 UTC = 2054-00-34, 48:26:12 ÄÜC
1509-01-01, 00:00:00 UTC = 2055-00-04, 19:01:22 ÄÜC
1510-01-01, 00:00:00 UTC = 2055-06-21, 45:34:15 ÄÜC
1511-01-01, 00:00:00 UTC = 2056-05-39, 23:18:07 ÄÜC
1512-01-01, 00:00:00 UTC = 2057-05-08, 01:02:00 ÄÜC
1513-01-01, 00:00:00 UTC = 2058-04-26, 20:26:10 ÄÜC
1514-01-01, 00:00:00 UTC = 2059-03-43, 47:10:02 ÄÜC
1515-01-01, 00:00:00 UTC = 2060-03-12, 24:42:44 ÄÜC
1516-01-01, 00:00:00 UTC = 2061-02-30, 02:26:36 ÄÜC
1517-01-01, 00:00:00 UTC = 2062-01-48, 22:01:47 ÄÜC
1518-01-01, 00:00:00 UTC = 2063-01-16, 48:34:39 ÄÜC
1519-01-01, 00:00:00 UTC = 2064-00-34, 26:18:32 ÄÜC
1520-01-01, 00:00:00 UTC = 2065-00-03, 04:02:24 ÄÜC
1521-01-01, 00:00:00 UTC = 2065-06-21, 23:26:34 ÄÜC
1522-01-01, 00:00:00 UTC = 2066-05-39, 01:10:27 ÄÜC
1523-01-01, 00:00:00 UTC = 2067-05-07, 27:43:19 ÄÜC
1524-01-01, 00:00:00 UTC = 2068-04-25, 05:27:12 ÄÜC
1525-01-01, 00:00:00 UTC = 2069-03-43, 25:02:22 ÄÜC
1526-01-01, 00:00:00 UTC = 2070-03-12, 02:35:14 ÄÜC
1527-01-01, 00:00:00 UTC = 2071-02-29, 29:19:07 ÄÜC
1528-01-01, 00:00:00 UTC = 2072-01-47, 07:02:48 ÄÜC
1529-01-01, 00:00:00 UTC = 2073-01-16, 26:27:10 ÄÜC
1530-01-01, 00:00:00 UTC = 2074-00-34, 04:11:02 ÄÜC
1531-01-01, 00:00:00 UTC = 2075-00-02, 30:43:44 ÄÜC
1532-01-01, 00:00:00 UTC = 2075-06-20, 08:27:36 ÄÜC
1533-01-01, 00:00:00 UTC = 2076-05-38, 28:02:46 ÄÜC
1534-01-01, 00:00:00 UTC = 2077-05-07, 05:35:39 ÄÜC
1535-01-01, 00:00:00 UTC = 2078-04-24, 32:19:31 ÄÜC
1536-01-01, 00:00:00 UTC = 2079-03-42, 10:03:24 ÄÜC
1537-01-01, 00:00:00 UTC = 2080-03-11, 29:27:34 ÄÜC
1538-01-01, 00:00:00 UTC = 2081-02-29, 07:11:26 ÄÜC
1539-01-01, 00:00:00 UTC = 2082-01-46, 33:44:19 ÄÜC
1540-01-01, 00:00:00 UTC = 2083-01-15, 11:28:11 ÄÜC
1541-01-01, 00:00:00 UTC = 2084-00-33, 31:03:22 ÄÜC
1542-01-01, 00:00:00 UTC = 2085-00-02, 08:36:14 ÄÜC
1543-01-01, 00:00:00 UTC = 2085-06-19, 35:20:07 ÄÜC
1544-01-01, 00:00:00 UTC = 2086-05-37, 13:03:48 ÄÜC
1545-01-01, 00:00:00 UTC = 2087-05-06, 32:28:09 ÄÜC
1546-01-01, 00:00:00 UTC = 2088-04-24, 10:12:02 ÄÜC
1547-01-01, 00:00:00 UTC = 2089-03-41, 36:44:43 ÄÜC
1548-01-01, 00:00:00 UTC = 2090-03-10, 14:28:36 ÄÜC
1549-01-01, 00:00:00 UTC = 2091-02-28, 34:03:46 ÄÜC
1550-01-01, 00:00:00 UTC = 2092-01-46, 11:36:38 ÄÜC
1551-01-01, 00:00:00 UTC = 2093-01-14, 38:20:31 ÄÜC
1552-01-01, 00:00:00 UTC = 2094-00-32, 16:04:23 ÄÜC
1553-01-01, 00:00:00 UTC = 2095-00-01, 35:28:34 ÄÜC
1554-01-01, 00:00:00 UTC = 2095-06-19, 13:12:26 ÄÜC
1555-01-01, 00:00:00 UTC = 2096-05-36, 39:45:19 ÄÜC
1556-01-01, 00:00:00 UTC = 2097-05-05, 17:29:11 ÄÜC
1557-01-01, 00:00:00 UTC = 2098-04-23, 37:04:21 ÄÜC
1558-01-01, 00:00:00 UTC = 2099-03-41, 14:37:14 ÄÜC
1559-01-01, 00:00:00 UTC = 2100-03-09, 41:21:06 ÄÜC
1560-01-01, 00:00:00 UTC = 2101-02-27, 19:04:48 ÄÜC
1561-01-01, 00:00:00 UTC = 2102-01-45, 38:29:09 ÄÜC
1562-01-01, 00:00:00 UTC = 2103-01-14, 16:13:01 ÄÜC
1563-01-01, 00:00:00 UTC = 2104-00-31, 42:45:43 ÄÜC
1564-01-01, 00:00:00 UTC = 2105-00-00, 20:29:35 ÄÜC
1565-01-01, 00:00:00 UTC = 2105-06-18, 40:04:46 ÄÜC
1566-01-01, 00:00:00 UTC = 2106-05-36, 17:37:38 ÄÜC
1567-01-01, 00:00:00 UTC = 2107-05-04, 44:21:31 ÄÜC
1568-01-01, 00:00:00 UTC = 2108-04-22, 22:05:23 ÄÜC
1569-01-01, 00:00:00 UTC = 2109-03-40, 41:29:33 ÄÜC
1570-01-01, 00:00:00 UTC = 2110-03-09, 19:13:26 ÄÜC
1571-01-01, 00:00:00 UTC = 2111-02-26, 45:46:18 ÄÜC
1572-01-01, 00:00:00 UTC = 2112-01-44, 23:30:11 ÄÜC
1573-01-01, 00:00:00 UTC = 2113-01-13, 43:05:21 ÄÜC
1574-01-01, 00:00:00 UTC = 2114-00-31, 20:38:13 ÄÜC
1575-01-01, 00:00:00 UTC = 2114-06-48, 47:22:06 ÄÜC
1576-01-01, 00:00:00 UTC = 2115-06-17, 25:05:47 ÄÜC
1577-01-01, 00:00:00 UTC = 2116-05-35, 44:30:09 ÄÜC
1578-01-01, 00:00:00 UTC = 2117-05-04, 22:14:01 ÄÜC
1579-01-01, 00:00:00 UTC = 2118-04-21, 48:46:43 ÄÜC
1580-01-01, 00:00:00 UTC = 2119-03-39, 26:30:35 ÄÜC
1581-01-01, 00:00:00 UTC = 2120-03-08, 46:05:45 ÄÜC
1582-01-01, 00:00:00 UTC = 2121-02-26, 23:38:38 ÄÜC
1583-01-01, 00:00:00 UTC = 2122-01-44, 01:22:30 ÄÜC
1584-01-01, 00:00:00 UTC = 2123-01-12, 28:06:23 ÄÜC
1585-01-01, 00:00:00 UTC = 2124-00-30, 47:30:33 ÄÜC
1586-01-01, 00:00:00 UTC = 2124-06-48, 25:14:26 ÄÜC
1587-01-01, 00:00:00 UTC = 2125-06-17, 02:47:18 ÄÜC
1588-01-01, 00:00:00 UTC = 2126-05-34, 29:31:10 ÄÜC
1589-01-01, 00:00:00 UTC = 2127-05-04, 00:06:21 ÄÜC
1590-01-01, 00:00:00 UTC = 2128-04-21, 26:39:13 ÄÜC
1591-01-01, 00:00:00 UTC = 2129-03-39, 04:23:06 ÄÜC
1592-01-01, 00:00:00 UTC = 2130-03-07, 31:06:47 ÄÜC
1593-01-01, 00:00:00 UTC = 2131-02-26, 01:31:08 ÄÜC
1594-01-01, 00:00:00 UTC = 2132-01-43, 28:15:01 ÄÜC
1595-01-01, 00:00:00 UTC = 2133-01-12, 05:47:42 ÄÜC
1596-01-01, 00:00:00 UTC = 2134-00-29, 32:31:35 ÄÜC
1597-01-01, 00:00:00 UTC = 2134-06-48, 03:06:45 ÄÜC
1598-01-01, 00:00:00 UTC = 2135-06-16, 29:39:38 ÄÜC
1599-01-01, 00:00:00 UTC = 2136-05-34, 07:23:30 ÄÜC
1600-01-01, 00:00:00 UTC = 2137-05-02, 34:07:22 ÄÜC
1601-01-01, 00:00:00 UTC = 2138-04-21, 04:31:33 ÄÜC
1602-01-01, 00:00:00 UTC = 2139-03-38, 31:15:25 ÄÜC
1603-01-01, 00:00:00 UTC = 2140-03-07, 08:48:18 ÄÜC
1604-01-01, 00:00:00 UTC = 2141-02-24, 35:32:10 ÄÜC
1605-01-01, 00:00:00 UTC = 2142-01-43, 06:07:20 ÄÜC
1606-01-01, 00:00:00 UTC = 2143-01-11, 32:40:13 ÄÜC
1607-01-01, 00:00:00 UTC = 2144-00-29, 10:24:05 ÄÜC
1608-01-01, 00:00:00 UTC = 2144-06-46, 37:07:47 ÄÜC
1609-01-01, 00:00:00 UTC = 2145-06-16, 07:32:08 ÄÜC
1610-01-01, 00:00:00 UTC = 2146-05-33, 34:16:01 ÄÜC
1611-01-01, 00:00:00 UTC = 2147-05-02, 11:48:42 ÄÜC
1612-01-01, 00:00:00 UTC = 2148-04-19, 38:32:34 ÄÜC
1613-01-01, 00:00:00 UTC = 2149-03-38, 09:07:45 ÄÜC
1614-01-01, 00:00:00 UTC = 2150-03-06, 35:40:37 ÄÜC
1615-01-01, 00:00:00 UTC = 2151-02-24, 13:24:30 ÄÜC
1616-01-01, 00:00:00 UTC = 2152-01-41, 40:08:22 ÄÜC
1617-01-01, 00:00:00 UTC = 2153-01-11, 10:32:32 ÄÜC
1618-01-01, 00:00:00 UTC = 2154-00-28, 37:16:25 ÄÜC
1619-01-01, 00:00:00 UTC = 2154-06-46, 15:00:17 ÄÜC
1620-01-01, 00:00:00 UTC = 2155-06-14, 41:33:10 ÄÜC
1621-01-01, 00:00:00 UTC = 2156-05-33, 12:08:20 ÄÜC
1622-01-01, 00:00:00 UTC = 2157-05-01, 38:41:13 ÄÜC
1623-01-01, 00:00:00 UTC = 2158-04-19, 16:25:05 ÄÜC
1624-01-01, 00:00:00 UTC = 2159-03-36, 43:08:46 ÄÜC
1625-01-01, 00:00:00 UTC = 2160-03-06, 13:33:08 ÄÜC
1626-01-01, 00:00:00 UTC = 2161-02-23, 40:17:00 ÄÜC
1627-01-01, 00:00:00 UTC = 2162-01-41, 18:00:42 ÄÜC
1628-01-01, 00:00:00 UTC = 2163-01-09, 44:33:34 ÄÜC
1629-01-01, 00:00:00 UTC = 2164-00-28, 15:08:44 ÄÜC
1630-01-01, 00:00:00 UTC = 2164-06-45, 41:41:37 ÄÜC
1631-01-01, 00:00:00 UTC = 2165-06-14, 19:25:29 ÄÜC
1632-01-01, 00:00:00 UTC = 2166-05-31, 46:09:22 ÄÜC
1633-01-01, 00:00:00 UTC = 2167-05-01, 16:33:32 ÄÜC
1634-01-01, 00:00:00 UTC = 2168-04-18, 43:17:25 ÄÜC
1635-01-01, 00:00:00 UTC = 2169-03-36, 21:01:17 ÄÜC
1636-01-01, 00:00:00 UTC = 2170-03-04, 47:34:09 ÄÜC
1637-01-01, 00:00:00 UTC = 2171-02-23, 18:09:20 ÄÜC
1638-01-01, 00:00:00 UTC = 2172-01-40, 44:42:12 ÄÜC
1639-01-01, 00:00:00 UTC = 2173-01-09, 22:26:05 ÄÜC
1640-01-01, 00:00:00 UTC = 2174-00-27, 00:09:46 ÄÜC
1641-01-01, 00:00:00 UTC = 2174-06-45, 19:34:07 ÄÜC
1642-01-01, 00:00:00 UTC = 2175-06-13, 46:18:00 ÄÜC
1643-01-01, 00:00:00 UTC = 2176-05-31, 24:01:41 ÄÜC
1644-01-01, 00:00:00 UTC = 2177-05-00, 01:34:34 ÄÜC
1645-01-01, 00:00:00 UTC = 2178-04-18, 21:09:44 ÄÜC
1646-01-01, 00:00:00 UTC = 2179-03-35, 47:42:37 ÄÜC
1647-01-01, 00:00:00 UTC = 2180-03-04, 25:26:29 ÄÜC
1648-01-01, 00:00:00 UTC = 2181-02-22, 03:10:21 ÄÜC
1649-01-01, 00:00:00 UTC = 2182-01-40, 22:34:32 ÄÜC
1650-01-01, 00:00:00 UTC = 2183-01-09, 00:18:24 ÄÜC
1651-01-01, 00:00:00 UTC = 2184-00-26, 27:02:17 ÄÜC
1652-01-01, 00:00:00 UTC = 2184-06-44, 04:35:09 ÄÜC
1653-01-01, 00:00:00 UTC = 2185-06-13, 24:10:19 ÄÜC
1654-01-01, 00:00:00 UTC = 2186-05-31, 01:43:12 ÄÜC
1655-01-01, 00:00:00 UTC = 2187-04-48, 28:27:04 ÄÜC
1656-01-01, 00:00:00 UTC = 2188-04-17, 06:10:46 ÄÜC
1657-01-01, 00:00:00 UTC = 2189-03-35, 25:35:07 ÄÜC
1658-01-01, 00:00:00 UTC = 2190-03-04, 03:19:00 ÄÜC
1659-01-01, 00:00:00 UTC = 2191-02-21, 30:02:41 ÄÜC
1660-01-01, 00:00:00 UTC = 2192-01-39, 07:35:33 ÄÜC
1661-01-01, 00:00:00 UTC = 2193-01-08, 27:10:44 ÄÜC
1662-01-01, 00:00:00 UTC = 2194-00-26, 04:43:36 ÄÜC
1663-01-01, 00:00:00 UTC = 2194-06-43, 31:27:29 ÄÜC
1664-01-01, 00:00:00 UTC = 2195-06-12, 09:11:21 ÄÜC
1665-01-01, 00:00:00 UTC = 2196-05-30, 28:35:31 ÄÜC
1666-01-01, 00:00:00 UTC = 2197-04-48, 06:19:24 ÄÜC
1667-01-01, 00:00:00 UTC = 2198-04-16, 33:03:16 ÄÜC
1668-01-01, 00:00:00 UTC = 2199-03-34, 10:36:09 ÄÜC
1669-01-01, 00:00:00 UTC = 2200-03-03, 30:11:19 ÄÜC
1670-01-01, 00:00:00 UTC = 2201-02-21, 07:44:12 ÄÜC
1671-01-01, 00:00:00 UTC = 2202-01-38, 34:28:04 ÄÜC
1672-01-01, 00:00:00 UTC = 2203-01-07, 12:11:45 ÄÜC
1673-01-01, 00:00:00 UTC = 2204-00-25, 31:36:07 ÄÜC
1674-01-01, 00:00:00 UTC = 2204-06-43, 09:19:48 ÄÜC
1675-01-01, 00:00:00 UTC = 2205-06-11, 36:03:41 ÄÜC
1676-01-01, 00:00:00 UTC = 2206-05-29, 13:36:33 ÄÜC
1677-01-01, 00:00:00 UTC = 2207-04-47, 33:11:43 ÄÜC
1678-01-01, 00:00:00 UTC = 2208-04-16, 10:44:36 ÄÜC
1679-01-01, 00:00:00 UTC = 2209-03-33, 37:28:28 ÄÜC
1680-01-01, 00:00:00 UTC = 2210-03-02, 15:12:21 ÄÜC
1681-01-01, 00:00:00 UTC = 2211-02-20, 34:36:31 ÄÜC
1682-01-01, 00:00:00 UTC = 2212-01-38, 12:20:24 ÄÜC
1683-01-01, 00:00:00 UTC = 2213-01-06, 39:04:16 ÄÜC
1684-01-01, 00:00:00 UTC = 2214-00-24, 16:37:08 ÄÜC
1685-01-01, 00:00:00 UTC = 2214-06-42, 36:12:19 ÄÜC
1686-01-01, 00:00:00 UTC = 2215-06-11, 13:45:11 ÄÜC
1687-01-01, 00:00:00 UTC = 2216-05-28, 40:29:04 ÄÜC
1688-01-01, 00:00:00 UTC = 2217-04-46, 18:12:45 ÄÜC
1689-01-01, 00:00:00 UTC = 2218-04-15, 37:37:06 ÄÜC
1690-01-01, 00:00:00 UTC = 2219-03-33, 15:20:48 ÄÜC
1691-01-01, 00:00:00 UTC = 2220-03-01, 42:04:40 ÄÜC
1692-01-01, 00:00:00 UTC = 2221-02-19, 19:37:33 ÄÜC
1693-01-01, 00:00:00 UTC = 2222-01-37, 39:12:43 ÄÜC
1694-01-01, 00:00:00 UTC = 2223-01-06, 16:45:36 ÄÜC
1695-01-01, 00:00:00 UTC = 2224-00-23, 43:29:28 ÄÜC
1696-01-01, 00:00:00 UTC = 2224-06-41, 21:13:20 ÄÜC
1697-01-01, 00:00:00 UTC = 2225-06-10, 40:37:31 ÄÜC
1698-01-01, 00:00:00 UTC = 2226-05-28, 18:21:23 ÄÜC
1699-01-01, 00:00:00 UTC = 2227-04-45, 45:05:16 ÄÜC
1700-01-01, 00:00:00 UTC = 2228-04-14, 22:38:08 ÄÜC
1701-01-01, 00:00:00 UTC = 2229-03-32, 00:22:01 ÄÜC
1702-01-01, 00:00:00 UTC = 2230-03-00, 27:05:42 ÄÜC
1703-01-01, 00:00:00 UTC = 2231-02-18, 04:38:35 ÄÜC
1704-01-01, 00:00:00 UTC = 2232-01-35, 31:22:27 ÄÜC
1705-01-01, 00:00:00 UTC = 2233-01-05, 01:46:37 ÄÜC
1706-01-01, 00:00:00 UTC = 2234-00-22, 28:30:30 ÄÜC
1707-01-01, 00:00:00 UTC = 2234-06-40, 06:14:22 ÄÜC
1708-01-01, 00:00:00 UTC = 2235-06-08, 32:47:15 ÄÜC
1709-01-01, 00:00:00 UTC = 2236-05-27, 03:22:25 ÄÜC
1710-01-01, 00:00:00 UTC = 2237-04-44, 30:06:17 ÄÜC
1711-01-01, 00:00:00 UTC = 2238-04-13, 07:39:10 ÄÜC
1712-01-01, 00:00:00 UTC = 2239-03-30, 34:23:02 ÄÜC
1713-01-01, 00:00:00 UTC = 2240-03-00, 04:47:13 ÄÜC
1714-01-01, 00:00:00 UTC = 2241-02-17, 31:31:05 ÄÜC
1715-01-01, 00:00:00 UTC = 2242-01-35, 09:14:47 ÄÜC
1716-01-01, 00:00:00 UTC = 2243-01-03, 35:47:39 ÄÜC
1717-01-01, 00:00:00 UTC = 2244-00-22, 06:23:00 ÄÜC
1718-01-01, 00:00:00 UTC = 2244-06-39, 33:06:42 ÄÜC
1719-01-01, 00:00:00 UTC = 2245-06-08, 10:39:34 ÄÜC
1720-01-01, 00:00:00 UTC = 2246-05-25, 37:23:27 ÄÜC
1721-01-01, 00:00:00 UTC = 2247-04-44, 07:47:37 ÄÜC
1722-01-01, 00:00:00 UTC = 2248-04-12, 34:31:29 ÄÜC
1723-01-01, 00:00:00 UTC = 2249-03-30, 12:15:22 ÄÜC
1724-01-01, 00:00:00 UTC = 2250-02-47, 38:48:14 ÄÜC
1725-01-01, 00:00:00 UTC = 2251-02-17, 09:23:25 ÄÜC
1726-01-01, 00:00:00 UTC = 2252-01-34, 36:07:17 ÄÜC
1727-01-01, 00:00:00 UTC = 2253-01-03, 13:40:10 ÄÜC
1728-01-01, 00:00:00 UTC = 2254-00-20, 40:24:02 ÄÜC
1729-01-01, 00:00:00 UTC = 2254-06-39, 10:48:12 ÄÜC
1730-01-01, 00:00:00 UTC = 2255-06-07, 37:32:05 ÄÜC
1731-01-01, 00:00:00 UTC = 2256-05-25, 15:15:46 ÄÜC
1732-01-01, 00:00:00 UTC = 2257-04-42, 41:48:39 ÄÜC
1733-01-01, 00:00:00 UTC = 2258-04-12, 12:24:00 ÄÜC
1734-01-01, 00:00:00 UTC = 2259-03-29, 39:07:41 ÄÜC
1735-01-01, 00:00:00 UTC = 2260-02-47, 16:40:34 ÄÜC
1736-01-01, 00:00:00 UTC = 2261-02-15, 43:24:26 ÄÜC
1737-01-01, 00:00:00 UTC = 2262-01-34, 13:48:37 ÄÜC
1738-01-01, 00:00:00 UTC = 2263-01-02, 40:32:29 ÄÜC
1739-01-01, 00:00:00 UTC = 2264-00-20, 18:16:22 ÄÜC
1740-01-01, 00:00:00 UTC = 2264-06-37, 45:00:14 ÄÜC
1741-01-01, 00:00:00 UTC = 2265-06-07, 15:24:24 ÄÜC
1742-01-01, 00:00:00 UTC = 2266-05-24, 42:08:17 ÄÜC
1743-01-01, 00:00:00 UTC = 2267-04-42, 19:41:09 ÄÜC
1744-01-01, 00:00:00 UTC = 2268-04-10, 46:25:02 ÄÜC
1745-01-01, 00:00:00 UTC = 2269-03-29, 17:00:12 ÄÜC
1746-01-01, 00:00:00 UTC = 2270-02-46, 43:33:04 ÄÜC
1747-01-01, 00:00:00 UTC = 2271-02-15, 21:16:46 ÄÜC
1748-01-01, 00:00:00 UTC = 2272-01-32, 48:00:38 ÄÜC
1749-01-01, 00:00:00 UTC = 2273-01-02, 18:25:00 ÄÜC
1750-01-01, 00:00:00 UTC = 2274-00-19, 45:08:41 ÄÜC
